"id";"anneesco_cdn";"anneesco_libusage";"mef_stat_4";"libelle_court";"libelle_long";"date_ouverture";"date_fermeture";"indic_autorise_eleve";"indic_autorise_apprenti";"nb_mef_valide_annsco";"nb_mef_valide_annsco_ea";"nb_sectref_valide_annsco";"mefstat4_ordtri";"date_jeu_donnees"
573;13;"2009-2010";"3241";"DPECF";"DIP.PREPA.ETUDES COMPTABLES & FINANCIER.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;82;"2017-08-25"
574;13;"2009-2010";"3242";"CL.M.NIV";"CLASSE DE MISE A NIVEAU POUR BTS";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;83;"2017-08-25"
575;13;"2009-2010";"3251";"DMA EN 1 AN";"DIP.METIERS D'ARTS EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";23;0;0;84;"2017-08-25"
576;13;"2009-2010";"3261";"1DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";27;0;0;85;"2017-08-25"
577;13;"2009-2010";"3262";"2DMA2";"DIP.METIERS D'ARTS EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";23;0;0;86;"2017-08-25"
578;13;"2009-2010";"3281";"DSAA-1";"DIP.SUPERIEUR ARTS APPLIQUES :1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";9;0;0;87;"2017-08-25"
579;13;"2009-2010";"3282";"DSAA-2";"DIP.SUPERIEUR ARTS APPLIQUES :2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";9;0;0;88;"2017-08-25"
580;13;"2009-2010";"3291";"DNTS";"DIPLOME NATIONAL DE TECHNO SPECIALISE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;89;"2017-08-25"
581;13;"2009-2010";"3292";"LICENC";"LICENCE";"2002-09-01 00:00:00";"";"Oui";"Oui";1;0;0;90;"2017-08-25"
582;13;"2009-2010";"32A1";"DCG-1";"DIP DE COMPTA GESTION 1E AN.,  DECF-1";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;91;"2017-08-25"
583;13;"2009-2010";"32A2";"DCG-2";"DIP DE COMPTA GESTION 2E AN.,  DECF-2";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;92;"2017-08-25"
584;13;"2009-2010";"32A3";"DCG-3";"DIP DE COMPTA ET GESTION 3E AN.";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;93;"2017-08-25"
585;13;"2009-2010";"32B1";"DSCG-1";"DIP SUP COMPTA ET GESTION 1E AN., DESCF";"1998-09-01 00:00:00";"";"Oui";"Oui";1;0;0;94;"2017-08-25"
586;13;"2009-2010";"32B2";"DSCG-2";"DIP SUP COMPTA ET GESTION 2E ANNEE";"2007-09-01 00:00:00";"";"Oui";"Oui";1;0;0;95;"2017-08-25"
587;13;"2009-2010";"3920";"DEUG";"UNIVERSITE - DEUG";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;96;"2017-08-25"
588;13;"2009-2010";"3930";"DUT";"UNIVERSITE - DUT";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;97;"2017-08-25"
589;13;"2009-2010";"3931";"DUT2";"DUT EN 2 ANS";"1999-09-01 00:00:00";"";"Oui";"Oui";69;0;0;98;"2017-08-25"
590;13;"2009-2010";"4111";"CIPPA";"CYCLE D'INSERTION PROF. PAR ALTERNANCE";"1992-09-01 00:00:00";"";"Non";"Non";12;0;0;99;"2017-08-25"
591;13;"2009-2010";"4121";"ITHAQUE";"ITINERAIRE PERSO. D'ACCES A QUALIF.& DIP";"1996-09-01 00:00:00";"";"Non";"Non";1;0;0;100;"2017-08-25"
592;13;"2009-2010";"4131";"SIO";"SESSION D'INFORMATION & D'ORIENTATION";"1996-09-01 00:00:00";"";"Non";"Non";1;0;0;101;"2017-08-25"
613;13;"2009-2010";"4211";"MOREA CAP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;103;"2017-08-25"
593;13;"2009-2010";"4212";"MOREA BEP";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;104;"2017-08-25"
614;13;"2009-2010";"4221";"MOREA BT";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;105;"2017-08-25"
594;13;"2009-2010";"4222";"MOREA BTN";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTN";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;106;"2017-08-25"
615;13;"2009-2010";"4223";"MOREA BPRO";"MODULE REPREPA.EXAM.PAR ALTERNANCE :BPRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;107;"2017-08-25"
595;13;"2009-2010";"4224";"MOREA BMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;108;"2017-08-25"
616;13;"2009-2010";"4225";"MOBAC GENE";"MOREA BAC GENERAL";"1996-09-01 00:00:00";"";"Non";"Non";0;0;0;109;"2017-08-25"
596;13;"2009-2010";"4231";"MOREA BTS";"MODULE REPREPA.EXAM.PAR ALTERNANCE : BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;110;"2017-08-25"
617;13;"2009-2010";"4232";"MOREA DMA";"MODULE REPREPA.EXAM.PAR ALTERNANCE : DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;111;"2017-08-25"
597;13;"2009-2010";"4311";"FC CAP";"FORMATION COMPLEMENTAIRE POST CAP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;112;"2017-08-25"
618;13;"2009-2010";"4312";"FC BEP";"FORMATION COMPLEMENTAIRE POST BEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;113;"2017-08-25"
598;13;"2009-2010";"4321";"FC BT";"FORMATION COMPLEMENTAIRE POST BT";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;114;"2017-08-25"
619;13;"2009-2010";"4322";"FC BTN";"FORMATION COMPLEMENTAIRE POST BAC TECHNO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;115;"2017-08-25"
599;13;"2009-2010";"4323";"FC BACPRO";"FORMATION COMPLEMENTAIRE POST BAC PRO";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;116;"2017-08-25"
620;13;"2009-2010";"4324";"FC BMA";"FORMATION COMPLEMENTAIRE POST BMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;117;"2017-08-25"
600;13;"2009-2010";"4331";"FC BTS";"FORMATION COMPLEMENTAIRE POST BTS";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;118;"2017-08-25"
621;13;"2009-2010";"4332";"FC DMA";"FORMATION COMPLEMENTAIRE POST DMA";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;119;"2017-08-25"
601;13;"2009-2010";"4411";"FCIL NIV-5";"FCIL & FC NON DIPLOMANTE POST NIVEAU-5";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;120;"2017-08-25"
622;13;"2009-2010";"4421";"FCIL NIV-4";"FCIL & FC NON DIPLOMANTE POST NIVEAU-4";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;121;"2017-08-25"
602;13;"2009-2010";"4431";"FCIL NIV-3";"FCIL & FC NON DIPLOMANTE POST NIVEAU-3";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;122;"2017-08-25"
623;13;"2009-2010";"4441";"FCIL G-T";"FCIL & FC NON DIPLOM.POST GENE. & TECHNO";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;123;"2017-08-25"
603;13;"2009-2010";"4511";"FORM.INTEG.";"FORMATION INTEGREE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;124;"2017-08-25"
624;13;"2009-2010";"4521";"FINTG 1CAP2";"FORMATION INTEGREE CAP 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;125;"2017-08-25"
604;13;"2009-2010";"4522";"FINTG 2CAP2";"FORMATION INTEGREE CAP 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;126;"2017-08-25"
625;13;"2009-2010";"4531";"FINTG 1CAP3";"FORMATION INTEGREE CAP 3 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;127;"2017-08-25"
605;13;"2009-2010";"4532";"FINTG 2CAP3";"FORMATION INTEGREE CAP 3 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;128;"2017-08-25"
626;13;"2009-2010";"4533";"FINTG 3CAP3";"FORMATION INTEGREE CAP 3 ANS : 3E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;129;"2017-08-25"
606;13;"2009-2010";"4611";"MODAL NIV-5";"MODULE D'ACTION EN LYCEE NIVEAU 5";"1994-09-01 00:00:00";"";"Non";"Non";12;0;0;130;"2017-08-25"
627;13;"2009-2010";"4621";"MODAL NIV-4";"MODULE D'ACTION EN LYCEE NIVEAU 4";"1992-09-01 00:00:00";"";"Non";"Non";12;0;0;131;"2017-08-25"
607;13;"2009-2010";"4631";"MODAL NIV-3";"MODULE D'ACTION EN LYCEE NIVEAU 3";"1992-09-01 00:00:00";"";"Non";"Non";12;0;0;132;"2017-08-25"
628;13;"2009-2010";"4711";"NCE78 1CAP2";"NCE DECISION 78- CAP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;133;"2017-08-25"
608;13;"2009-2010";"4712";"NCE78 2CAP2";"NCE DECISION 78- CAP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;134;"2017-08-25"
629;13;"2009-2010";"4721";"NCE78 1BEP2";"NCE DECISION 78- BEP EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;135;"2017-08-25"
609;13;"2009-2010";"4722";"NCE78 2BEP2";"NCE DECISION 78- BEP EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;136;"2017-08-25"
630;13;"2009-2010";"4731";"NCE78 1BPR2";"NCE DECISION 78- BAC PRO 2ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;137;"2017-08-25"
610;13;"2009-2010";"4732";"NCE78 2BPR2";"NCE DECISION 78- BAC PRO 2ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;138;"2017-08-25"
631;13;"2009-2010";"4741";"NCE78 1BMA2";"NCE DECISION 78- BMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;139;"2017-08-25"
611;13;"2009-2010";"4742";"NCE78 2BMA2";"NCE DECISION 78- BMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;140;"2017-08-25"
632;13;"2009-2010";"4751";"NCE78 1BTS2";"NCE DECISION 78- BTS EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;141;"2017-08-25"
612;13;"2009-2010";"4752";"NCE78 2BTS2";"NCE DECISION 78- BTS EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;142;"2017-08-25"
633;13;"2009-2010";"4761";"NCE78 1DMA2";"NCE DECISION 78- DMA EN 2 ANS : 1E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;143;"2017-08-25"
634;13;"2009-2010";"4762";"NCE78 2DMA2";"NCE DECISION 78- DMA EN 2 ANS : 2E ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;144;"2017-08-25"
635;13;"2009-2010";"5111";"PDPREBAC1";"PREPA.DIVERSE PRE-BAC  : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;0;0;145;"2017-08-25"
636;13;"2009-2010";"5112";"PDPREBAC2";"PREPA.DIVERSE PRE-BAC  : 2EME ANNEE";"2000-09-01 00:00:00";"";"Oui";"Oui";2;0;0;146;"2017-08-25"
637;13;"2009-2010";"5211";"PDPOSTBAC1";"PREPA.DIVERSE POST-BAC : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";17;1;3;147;"2017-08-25"
638;13;"2009-2010";"5212";"PDPOSTBAC2";"PREPA.DIVERSE POST-BAC : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;148;"2017-08-25"
639;13;"2009-2010";"5213";"PDPOSTBAC3";"PREPA.DIVERSE POST-BAC : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;149;"2017-08-25"
640;13;"2009-2010";"6111";"CAP1-A";"CAP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;150;"2017-08-25"
641;13;"2009-2010";"6112";"CAP1-Q";"CAP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;151;"2017-08-25"
642;13;"2009-2010";"6121";"BEP1-A";"BEP1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;152;"2017-08-25"
643;13;"2009-2010";"6122";"BEP1-Q";"BEP1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;153;"2017-08-25"
644;13;"2009-2010";"6131";"BPR1-A";"BPR1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;154;"2017-08-25"
645;13;"2009-2010";"6132";"BPR1-Q";"BPR1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;155;"2017-08-25"
646;13;"2009-2010";"6141";"BTS1-A";"BTS1 STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;156;"2017-08-25"
647;13;"2009-2010";"6142";"BTS1-Q";"BTS1 CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;157;"2017-08-25"
648;13;"2009-2010";"6151";"BP-A";"BP STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;158;"2017-08-25"
649;13;"2009-2010";"6191";"1FIN-A";"F-INT STATUT APPRENTI";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;159;"2017-08-25"
650;13;"2009-2010";"6193";"1FIN-Q";"F-INT STATUT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;160;"2017-08-25"
651;13;"2009-2010";"6195";"FNDI-Q";"F-INT CONTRAT DE QUALIF.";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;161;"2017-08-25"
652;13;"2009-2010";"9011";"VIE ACTIVE";"VIE ACTIVE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;162;"2017-08-25"
653;13;"2009-2010";"9012";"SERV.MILI.";"SERVICE MILITAIRE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;163;"2017-08-25"
654;13;"2009-2010";"9021";"STAGE";"STAGE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;164;"2017-08-25"
655;13;"2009-2010";"9991";"NON SCOLAR.";"NON SCOLARISE";"1995-09-01 00:00:00";"";"Non";"Non";0;0;0;167;"2017-08-25"
656;13;"2009-2010";"9999";"INDETERMINE";"INDETERMINE";"1992-09-01 00:00:00";"";"Non";"Oui";0;0;0;168;"2017-08-25"
657;14;"2010-2011";"1110";"TPS";"TOUTE PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;1;"2017-08-25"
658;14;"2010-2011";"1111";"PS";"PETITE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;2;"2017-08-25"
659;14;"2010-2011";"1112";"MS";"MOYENNE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;3;"2017-08-25"
660;14;"2010-2011";"1113";"GS";"GRANDE SECTION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;4;"2017-08-25"
661;14;"2010-2011";"1121";"CP";"COURS PREPARATOIRE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;5;"2017-08-25"
662;14;"2010-2011";"1122";"CE1";"COURS ELEMENTAIRE 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;6;"2017-08-25"
663;14;"2010-2011";"1123";"CE2";"COURS ELEMENTAIRE 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;7;"2017-08-25"
664;14;"2010-2011";"1124";"CM1";"COURS MOYEN 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;8;"2017-08-25"
665;14;"2010-2011";"1125";"CM2";"COURS MOYEN 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;9;"2017-08-25"
666;14;"2010-2011";"1211";"INIT.1E DEG";"1ER DEGRE : INITIATION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;10;"2017-08-25"
667;14;"2010-2011";"1311";"ADAP.1E DEG";"1ER DEGRE : ADAPTATION";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;11;"2017-08-25"
668;14;"2010-2011";"1411";"SPEC.1E DEG";"1ER DEGRE : ENSEIGNEMENT SPECIAL";"1992-09-01 00:00:00";"";"Non";"Non";1;0;0;12;"2017-08-25"
669;14;"2010-2011";"2111";"6EME";"6EME";"1992-09-01 00:00:00";"";"Oui";"Oui";5;0;0;13;"2017-08-25"
670;14;"2010-2011";"2112";"5EME";"5EME";"1992-09-01 00:00:00";"";"Oui";"Oui";5;0;0;14;"2017-08-25"
671;14;"2010-2011";"2114";"4EME AES";"4EME D'AIDE ET DE SOUTIEN";"1993-09-01 00:00:00";"";"Non";"Non";0;0;0;15;"2017-08-25"
672;14;"2010-2011";"2115";"4EME";"4EME (NC 4E AES)";"1992-09-01 00:00:00";"";"Oui";"Oui";6;2;2;16;"2017-08-25"
673;14;"2010-2011";"2116";"3EME";"3EME";"1992-09-01 00:00:00";"";"Oui";"Oui";6;1;2;17;"2017-08-25"
674;14;"2010-2011";"2117";"3EME INSER";"3EME D'INSERTION";"1992-09-01 00:00:00";"2012-08-31 00:00:00";"Oui";"Oui";1;0;0;18;"2017-08-25"
675;14;"2010-2011";"2118";"DISPO RELAI";"DISPOSITIFS RELAIS";"1997-09-01 00:00:00";"";"Oui";"Oui";2;0;0;19;"2017-08-25"
676;14;"2010-2011";"2119";"ULIS";"UNITES LOCALISEES INCLUSION SCO.(EX UPI)";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;20;"2017-08-25"
677;14;"2010-2011";"2121";"4E TECHNO";"4EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;21;"2017-08-25"
678;14;"2010-2011";"2122";"3E TECHNO";"3EME TECHNOLOGIQUE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;22;"2017-08-25"
679;14;"2010-2011";"2132";"CPA";"CPA";"1992-09-01 00:00:00";"";"Oui";"Oui";1;0;0;24;"2017-08-25"
680;14;"2010-2011";"2133";"CLIPA";"CL.D'INITIATION PREPROF. PAR ALTERNANCE";"1994-09-01 00:00:00";"";"Non";"Non";0;0;0;25;"2017-08-25"
681;14;"2010-2011";"2134";"APP JUNIOR";"FORMATION D'APPRENTI JUNIOR";"2006-09-01 00:00:00";"";"Non";"Non";0;0;0;26;"2017-08-25"
682;14;"2010-2011";"2135";"DIMA";"DISPO D'INITIATION METIERS EN ALTERNANCE";"2008-09-01 00:00:00";"";"Oui";"Oui";1;1;1;27;"2017-08-25"
683;14;"2010-2011";"2211";"2NDE G-T";"SECONDE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";14;1;1;28;"2017-08-25"
684;14;"2010-2011";"2212";"1ERE G-T";"PREMIERE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";71;8;8;29;"2017-08-25"
685;14;"2010-2011";"2213";"TERM G-T";"TERMINALE GENERALE & TECHNO YC BT";"1992-09-01 00:00:00";"";"Oui";"Oui";49;10;10;30;"2017-08-25"
686;14;"2010-2011";"2311";"CAP 1 AN";"CAP EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";229;6;6;31;"2017-08-25"
687;14;"2010-2011";"2321";"1CAP2";"CAP EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";219;30;30;32;"2017-08-25"
688;14;"2010-2011";"2322";"2CAP2";"CAP EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";227;31;31;33;"2017-08-25"
689;14;"2010-2011";"2331";"1CAP3";"CAP EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";64;0;0;34;"2017-08-25"
690;14;"2010-2011";"2332";"2CAP3";"CAP EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";64;0;0;35;"2017-08-25"
691;14;"2010-2011";"2333";"3CAP3";"CAP EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";64;0;0;36;"2017-08-25"
692;14;"2010-2011";"2341";"BEP 1 AN";"BEP EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";4;0;0;37;"2017-08-25"
693;14;"2010-2011";"2351";"2NDE BEP";"BEP 2 ANS : 2NDE";"1992-09-01 00:00:00";"";"Oui";"Oui";9;6;6;38;"2017-08-25"
694;14;"2010-2011";"2352";"TERM BEP";"BEP 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Oui";"Oui";10;7;7;39;"2017-08-25"
695;14;"2010-2011";"2361";"BACPRO 1 AN";"BAC PROFESSIONNEL EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";2;0;0;40;"2017-08-25"
696;14;"2010-2011";"2371";"1BACPRO2";"BAC PRO 2 ANS : 1ERE";"1992-09-01 00:00:00";"";"Oui";"Oui";1;1;1;41;"2017-08-25"
697;14;"2010-2011";"2372";"TBACPRO2";"BAC PRO 2 ANS : TERMINALE";"1992-09-01 00:00:00";"";"Oui";"Oui";19;17;17;42;"2017-08-25"
698;14;"2010-2011";"2381";"2NDE PRO";"BAC PRO 3 ANS : 2NDE PRO (OU 1ERE ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";92;12;22;43;"2017-08-25"
699;14;"2010-2011";"2382";"1ERE PRO";"BAC PRO 3 ANS : 1ERE PRO (OU 2EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";107;26;26;44;"2017-08-25"
700;14;"2010-2011";"2383";"TLEPRO";"BAC PRO 3 ANS : TERM PRO (OU 3EME ANNEE)";"1992-09-01 00:00:00";"";"Oui";"Oui";84;13;13;45;"2017-08-25"
701;14;"2010-2011";"2391";"MC";"MENTION COMPLEMENTAIRE";"1992-09-01 00:00:00";"";"Oui";"Oui";61;0;0;46;"2017-08-25"
702;14;"2010-2011";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Oui";"Oui";0;0;0;47;"2017-08-25"
703;14;"2010-2011";"23A1";"CEP";"CEP";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;47;"2017-08-25"
704;14;"2010-2011";"23B1";"BMA 1 AN";"BMA EN 1 AN";"1992-09-01 00:00:00";"";"Oui";"Oui";19;0;0;48;"2017-08-25"
705;14;"2010-2011";"23C1";"1BMA2";"BMA EN 2 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";21;0;0;49;"2017-08-25"
706;14;"2010-2011";"23C2";"2BMA2";"BMA EN 2 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";19;0;0;50;"2017-08-25"
707;14;"2010-2011";"23D1";"1BMA3";"BMA EN 3 ANS : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;51;"2017-08-25"
708;14;"2010-2011";"23D2";"2BMA3";"BMA EN 3 ANS : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;52;"2017-08-25"
709;14;"2010-2011";"23D3";"3BMA3";"BMA EN 3 ANS : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;53;"2017-08-25"
710;14;"2010-2011";"2411";"SES 1";"SES : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;54;"2017-08-25"
711;14;"2010-2011";"2412";"SES 2";"SES : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;55;"2017-08-25"
712;14;"2010-2011";"2413";"SES 3";"SES : 3 EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;56;"2017-08-25"
713;14;"2010-2011";"2414";"SES 4";"SES : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;57;"2017-08-25"
714;14;"2010-2011";"2415";"SES 5";"SES : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;58;"2017-08-25"
715;14;"2010-2011";"2416";"SES 6";"SES : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;59;"2017-08-25"
716;14;"2010-2011";"2421";"CLAT1";"CLASSE ATELIER : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;60;"2017-08-25"
717;14;"2010-2011";"2422";"CLAT2";"CLASSE ATELIER : 2EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;61;"2017-08-25"
718;14;"2010-2011";"2423";"CLAT3";"CLASSE ATELIER : 3EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;62;"2017-08-25"
719;14;"2010-2011";"2424";"CLAT4";"CLASSE ATELIER : 4EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;63;"2017-08-25"
720;14;"2010-2011";"2425";"CLAT5";"CLASSE ATELIER : 5EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;64;"2017-08-25"
721;14;"2010-2011";"2426";"CLAT6";"CLASSE ATELIER : 6EME ANNEE";"1992-09-01 00:00:00";"";"Non";"Non";0;0;0;65;"2017-08-25"
722;14;"2010-2011";"2431";"6E SEGPA";"6EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;66;"2017-08-25"
723;14;"2010-2011";"2432";"5E SEGPA";"5EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;67;"2017-08-25"
724;14;"2010-2011";"2433";"4E SEGPA";"4EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;68;"2017-08-25"
725;14;"2010-2011";"2434";"3E SEGPA";"3EME - SECTION D'ENSGT GENE & PRO ADAPTE";"1997-09-01 00:00:00";"";"Oui";"Oui";1;0;0;69;"2017-08-25"
726;14;"2010-2011";"2435";"SEGPA 1CAP2";"SEGPA CAP EN 2 ANS : 1ERE ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;70;"2017-08-25"
727;14;"2010-2011";"2436";"SEGPA 2CAP2";"SEGPA CAP EN 2 ANS : 2EME ANNEE";"1997-09-01 00:00:00";"";"Non";"Non";0;0;0;71;"2017-08-25"
728;14;"2010-2011";"2511";"1BP2";"BREVET PROFESSIONNEL : 1ERE ANNEE";"1992-09-01 00:00:00";"";"Oui";"Oui";56;0;0;72;"2017-08-25"
